id;version1;version2;date1;date2;count
2;3.0.0;3.0.1;2008-09-27;2008-10-22;16
3;3.0.1;3.0.1.1;2008-10-22;2008-10-30;7
4;3.0.1.1;3.1.0;2008-10-30;2008-11-28;8
5;3.1.0;3.1.1;2008-11-28;2008-12-06;8
6;3.1.1;3.1.2;2008-12-06;2009-01-19;14
7;3.1.2;3.1.3;2009-01-19;2009-02-28;20
8;3.1.3;3.1.3.1;2009-02-28;2009-03-24;7
9;3.1.3.1;3.1.3.2;2009-03-24;2009-04-14;9
10;3.1.3.2;3.1.4;2009-04-14;2009-04-25;6
11;3.1.4;3.1.5;2009-04-25;2009-05-15;10
12;3.1.5;3.2.0;2009-05-15;2009-06-15;11
13;3.2.0;3.2.0.1;2009-06-15;2009-06-30;5
14;3.2.0.1;3.2.2;2009-06-30;2009-09-13;32
15;3.2.2;3.2.2.1;2009-09-13;2009-10-12;6
16;3.2.2.1;3.2.3;2009-10-12;2009-10-30;6
17;3.2.3;3.2.4;2009-10-30;2009-12-02;14
18;3.2.4;3.2.5;2009-12-02;2010-01-10;9
19;3.2.5;3.3.0;2010-01-10;2010-03-07;30
20;3.3.0;3.3.1;2010-03-07;2010-03-16;9
21;3.3.1;3.3.2;2010-03-16;2010-04-13;24
22;3.3.2;3.3.3;2010-04-13;2010-05-10;11
23;3.3.3;3.3.4;2010-05-10;2010-06-28;14
24;3.3.4;3.3.5;2010-06-28;2010-07-26;16
25;3.3.5;3.3.5.1;2010-07-26;2010-08-20;14
26;3.3.5.1;3.3.6;2010-08-20;2010-08-28;5
27;3.3.6;3.3.7;2010-08-28;2010-09-07;17
28;3.3.7;3.3.8;2010-09-07;2010-10-25;28
29;3.3.8;3.3.8.1;2010-10-25;2010-11-29;12
30;3.3.8.1;3.3.9;2010-11-29;2011-01-03;26
31;3.3.9;3.3.9.1;2011-01-03;2011-02-08;32
32;3.3.9.1;3.3.9.2;2011-02-08;2011-02-11;2
33;3.3.9.2;3.3.10;2011-02-11;2011-03-19;43
34;3.3.10;3.4.0;2011-03-19;2011-05-11;46
35;3.4.0;3.4.1;2011-05-11;2011-05-20;14
36;3.4.1;3.4.2;2011-05-20;2011-06-07;24
37;3.4.2;3.4.3;2011-06-07;2011-06-27;21
38;3.4.3;3.4.3.1;2011-06-27;2011-07-03;5
39;3.4.3.1;3.4.3.2;2011-07-03;2011-07-23;26
40;3.4.3.2;3.4.4;2011-07-23;2011-08-24;24
41;3.4.4;3.4.5;2011-08-24;2011-09-14;19
42;3.4.5;3.4.6;2011-09-14;2011-10-16;27
43;3.4.6;3.4.7;2011-10-16;2011-10-23;11
44;3.4.7;3.4.7.1;2011-10-23;2011-11-10;7
45;3.4.7.1;3.4.8;2011-11-10;2011-12-01;11
46;3.4.8;3.4.9;2011-12-01;2011-12-21;8
47;3.4.9;3.4.10;2011-12-21;2012-02-14;25
48;3.4.10;3.4.10.1;2012-02-14;2012-02-18;1
49;3.4.10.1;3.4.10.2;2012-02-18;2012-03-28;20
50;3.4.10.2;3.5.0;2012-03-28;2012-04-07;6
51;3.5.0;3.5.1;2012-04-07;2012-05-03;37
52;3.5.1;3.5.2;2012-05-03;2012-07-07;46
53;3.5.2;3.5.2.1;2012-07-07;2012-08-03;23
54;3.5.2.1;3.5.2.2;2012-08-03;2012-08-12;6
55;3.5.2.2;3.5.3;2012-08-12;2012-10-08;27
56;3.5.3;3.5.4;2012-10-08;2012-11-16;45
57;3.5.4;3.5.5;2012-11-16;2012-12-20;19
58;3.5.5;3.5.6;2012-12-20;2013-01-28;37
59;3.5.6;3.5.7;2013-01-28;2013-02-15;24
60;3.5.7;3.5.8;2013-02-15;2013-04-08;39
61;3.5.8;3.5.8.1;2013-04-08;2013-04-24;20
62;3.5.8.1;4.0.0;2013-04-24;2013-05-03;15
63;4.0.0;4.0.1;2013-05-03;2013-05-14;23
64;4.0.1;4.0.2;2013-05-14;2013-05-24;25
65;4.0.2;4.0.3;2013-05-24;2013-06-05;10
66;4.0.3;4.0.4;2013-06-05;2013-06-17;15
67;4.0.4;4.0.4.1;2013-06-17;2013-06-30;15
68;4.0.4.1;4.0.4.2;2013-06-30;2013-07-28;33
69;4.0.4.2;4.0.5;2013-07-28;2013-08-04;8
70;4.0.5;4.0.6;2013-08-04;2013-09-05;32
71;4.0.6;4.0.7;2013-09-05;2013-09-23;15
72;4.0.7;4.0.8;2013-09-23;2013-10-06;26
73;4.0.8;4.0.9;2013-10-06;2013-11-04;24
74;4.0.9;4.0.10;2013-11-04;2013-12-04;19
75;4.0.10;4.1.0;2013-12-04;2013-12-12;8
76;4.1.0;4.1.1;2013-12-12;2013-12-17;8
77;4.1.1;4.1.2;2013-12-17;2013-12-23;6
78;4.1.2;4.1.3;2013-12-23;2013-12-31;13
79;4.1.3;4.1.4;2013-12-31;2014-01-07;12
80;4.1.4;4.1.5;2014-01-07;2014-01-17;15
81;4.1.5;4.1.6;2014-01-17;2014-01-26;15
82;4.1.6;4.1.7;2014-01-26;2014-02-09;27
83;4.1.7;4.1.8;2014-02-09;2014-02-22;14
84;4.1.8;4.1.9;2014-02-22;2014-03-06;16
86;4.1.9;4.1.11;2014-03-06;2014-03-22;23
87;4.1.11;4.1.12;2014-03-22;2014-03-27;6
88;4.1.12;4.1.13;2014-03-27;2014-04-13;24
89;4.1.13;4.1.14;2014-04-13;2014-04-26;16
90;4.1.14;4.2.0;2014-04-26;2014-05-08;6
91;4.2.0;4.2.1;2014-05-08;2014-05-13;17
92;4.2.1;4.2.2;2014-05-13;2014-05-20;16
93;4.2.2;4.2.3;2014-05-20;2014-06-08;21
94;4.2.3;4.2.4;2014-06-08;2014-06-20;21
95;4.2.4;4.2.5;2014-06-20;2014-06-26;8
96;4.2.5;4.2.6;2014-06-26;2014-07-17;16
97;4.2.6;4.2.7;2014-07-17;2014-07-31;9
98;4.2.7;4.2.7.1;2014-07-31;2014-08-17;16
99;4.2.7.1;4.2.8;2014-08-17;2014-08-31;10
100;4.2.8;4.2.8.1;2014-08-31;2014-09-13;4
101;4.2.8.1;4.2.9;2014-09-13;2014-09-20;8
102;4.2.9;4.2.9.1;2014-09-20;2014-10-01;6
103;4.2.9.1;4.2.10;2014-10-01;2014-10-11;11
104;4.2.10;4.2.10.1;2014-10-11;2014-10-21;10
105;4.2.10.1;4.2.11;2014-10-21;2014-10-31;9
106;4.2.11;4.2.12;2014-10-31;2014-11-20;24
107;4.2.12;4.2.13;2014-11-20;2014-11-30;10
108;4.2.13;4.2.13.1;2014-11-30;2014-12-03;4
109;4.2.13.1;4.3.0;2014-12-03;2014-12-05;4
110;4.3.0;4.3.1;2014-12-05;2014-12-08;4
111;4.3.1;4.3.2;2014-12-08;2014-12-12;16
112;4.3.2;4.3.3;2014-12-12;2014-12-21;18
113;4.3.3;4.3.4;2014-12-21;2014-12-29;12
114;4.3.4;4.3.5;2014-12-29;2015-01-05;10
115;4.3.5;4.3.6;2015-01-05;2015-01-07;6
116;4.3.6;4.3.7;2015-01-07;2015-01-15;19
117;4.3.7;4.3.8;2015-01-15;2015-01-24;18
118;4.3.8;4.3.9;2015-01-24;2015-02-05;17
119;4.3.9;4.3.10;2015-02-05;2015-02-20;26
120;4.3.10;4.3.11;2015-02-20;2015-03-02;10
121;4.3.11;4.3.11.1;2015-03-02;2015-03-04;2
122;4.3.11.1;4.3.12;2015-03-04;2015-03-14;19
123;4.3.12;4.3.13;2015-03-14;2015-03-29;13
124;4.3.13;4.4.0;2015-03-29;2015-04-01;3
125;4.4.0;4.4.1;2015-04-01;2015-04-07;20
126;4.4.1;4.4.1.1;2015-04-07;2015-04-08;0
127;4.4.1.1;4.4.2;2015-04-08;2015-04-13;3
128;4.4.2;4.4.3;2015-04-13;2015-04-20;15
129;4.4.3;4.4.4;2015-04-20;2015-04-26;10
130;4.4.4;4.4.5;2015-04-26;2015-05-05;14
131;4.4.5;4.4.6;2015-05-05;2015-05-07;3
132;4.4.6;4.4.6.1;2015-05-07;2015-05-13;10
133;4.4.6.1;4.4.7;2015-05-13;2015-05-16;5
134;4.4.7;4.4.8;2015-05-16;2015-05-28;23
135;4.4.8;4.4.9;2015-05-28;2015-06-04;11
136;4.4.9;4.4.10;2015-06-04;2015-06-17;20
137;4.4.10;4.4.11;2015-06-17;2015-07-06;11
138;4.4.11;4.4.12;2015-07-06;2015-07-20;9
139;4.4.12;4.4.13;2015-07-20;2015-08-07;16
140;4.4.13;4.4.13.1;2015-08-07;2015-08-08;2
141;4.4.13.1;4.4.14;2015-08-08;2015-08-20;16
142;4.4.14;4.4.14.1;2015-08-20;2015-09-08;17
143;4.4.14.1;4.4.15;2015-09-08;2015-09-20;10
144;4.4.15;4.5.0;2015-09-20;2015-09-23;0
145;4.5.0;4.5.0.1;2015-09-23;2015-09-24;1
146;4.5.0.1;4.5.0.2;2015-09-24;2015-09-25;1
147;4.5.0.2;4.5.1;2015-09-25;2015-10-23;25
148;4.5.1;4.5.2;2015-10-23;2015-11-23;21
149;4.5.2;4.5.3;2015-11-23;2015-12-23;27
150;4.5.3;4.5.3.1;2015-12-23;2015-12-25;1
151;4.5.3.1;4.5.4;2015-12-25;2016-01-28;46
152;4.5.4;4.5.4.1;2016-01-28;2016-01-29;3
153;4.5.4.1;4.5.5.1;2016-01-29;2016-02-29;43
154;4.5.5.1;4.6.0;2016-02-29;2016-03-22;22
155;4.6.0;4.6.1;2016-03-22;2016-05-03;43
156;4.6.1;4.6.2;2016-05-03;2016-05-25;13
157;4.6.2;4.6.3;2016-05-25;2016-06-23;25
158;4.6.3;4.6.4;2016-06-23;2016-08-16;37
159;4.6.4;4.6.5;2016-08-16;2016-11-25;72
160;4.6.5;4.6.5.1;2016-11-25;2016-11-26;2
161;4.6.5.1;4.6.5.2;2016-11-26;2016-12-05;17
162;4.6.5.2;4.6.6;2016-12-05;2017-01-23;41
163;4.6.6;4.7.0;2017-01-23;2017-03-29;62
164;4.7.0;4.7.1;2017-03-29;2017-05-26;39
165;4.7.1;4.7.2;2017-05-26;2017-06-29;31
166;4.7.2;4.7.3;2017-06-29;2017-07-20;31
167;4.7.3;4.7.4;2017-07-20;2017-08-24;31
